identifier,att_GoodForKids,att_RestaurantsGoodForGroups,att_OutdoorSeating,att_RestaurantsReservations,att_HasAlcohol,att_RestaurantsTableService,meal_dinner,meal_lunch,amb_target
4EpBxhxdCTnaOY4htYkPMg|Oodles Noodle & Dumpling Bar,1.0,0.0,1.0,0.0,0.0,,0.0,1.0,
saNBDcoa-7WHXwOdFiToGA|My Big Fat Gyro,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0
rjKlm_WgiS1TSeMjWvne9g|La Glory's,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
quFnsVfxU5LQS1GeZNsVxg|Tim Hortons,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
cO5eXvOnDFLNwEHhwzA7rg|Mean Jean's,0.0,1.0,1.0,,1.0,,,,0.0
v6VArqgTU8sxYEwze6_abQ|Schmidt's Sausage Truck,1.0,1.0,,0.0,,,,,
aMnEQU-ScktwvEZS5yXojw|Forbidden Root,,,,1.0,1.0,1.0,,,2.0
1x850xgaoampvKIG94SSEw|Tip Top Kitchen & Cocktails,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
qyWvELYm5B6YemTS6XY3Rw|Dirty Dungarees,,1.0,0.0,,1.0,,,,0.0
TcrSANrolQImmlVdzFwQ4Q|Slammers,0.0,1.0,1.0,0.0,1.0,,0.0,0.0,1.0
Dui5L7XBCrq5K4kVo48cqQ|Chinese Beef Noodle Soup,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
dlFI7SbLmulZJ7YSgUGz8w|BIBIBOP Asian Grill,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0
Mfce9sVA7AerQfUgnsLZrg|Kroger Food and Pharmacy,,,,,1.0,,,,
Dmqa8Hr6wCJnLXlYt9sTRg|Chipotle Mexican Grill,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0
SXiMUvXaOJwcUD1Rw2s3sQ|McDonald's,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
MctlR8ddZz8_7dYdoW3JAA|A&W Restaurant,1.0,1.0,0.0,0.0,0.0,,,,0.0
hwXHTLP_Isc-JCq-KbZe1Q|Oldfield's North Fourth Tavern,0.0,1.0,1.0,0.0,1.0,,0.0,0.0,
c8ujOUI6OYbK7KqeiIO0LA|Parsons North Brewing,1.0,1.0,1.0,0.0,1.0,,,,0.0
j-MSjDa7HHXEzrb4MsD7pg|Zapatas Mexican Kitchen,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0
GV-40YpawWt3zv5sBOsMOg|Panera Bread,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0
Fh2ytyazIXSAWSsUkMOlnQ|Pepper's,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,
xQ3oVUi5_8EY0a5LV_Q7yQ|Main Street Deli,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stxz6yBGt8Nu5GbYob-i7g|Chuck E. Cheese,1.0,1.0,,1.0,,,0.0,0.0,0.0
ek2c4gfM7SXvps_UJewQCg|KFC,,1.0,,0.0,,,,,
CUyEp2RSDhsRZmewLr0ouA|Pita House,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1P7_030nfSsYf8ccfuBjbQ|The Solar Saloon,,1.0,,0.0,1.0,,,,0.0
TTdbEdBWOpBBOYFIgjawPQ|Cupzilla,,,,,0.0,,0.0,0.0,
QWamm6rR4SkSoadkBG5F_Q|Hangry City Grille and Spirits,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
fdIOgrUeeUWXSLd6RGlh9A|Zoup!,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0
sdac3Y6v-ZdFwwfN203jBQ|The Oracle,,,1.0,,,,,,2.0
Gh6DUvrc7rv3fSMVVQPb4Q|Taco Bell,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Tjol57XG7NB21SqzWWX2YQ|Corner Cafe Restaurant,1.0,1.0,1.0,0.0,1.0,,,,1.0
QwP7B70LhL5-5Pp_QxgINg|Massey's Pizza,1.0,1.0,0.0,0.0,0.0,,1.0,1.0,1.0
lm4dF8xQgfHFpdPhvCIUvw|Blue Gill Bar & Grill,0.0,1.0,,0.0,,,0.0,0.0,0.0
jzZXPIVnFbBRmy5P5LRk-A|Run of the Mill Tavern,,1.0,0.0,0.0,1.0,,,,0.0
iOmzS1GzclazBBJ1nm76Fg|Lexi's On Third,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
5O2j81ScKPK4Wjy5U7xP4Q|Flip Side,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
tF01G1uwtrTdxJ4RKTzBiA|Wendy's,1.0,0.0,,0.0,,,0.0,0.0,0.0
cJt_spyXzZeQx4VVc4FE6g|Vittoria,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0
xICFhTFl7XuFG-qBqY-TDw|Domino's Pizza,0.0,,,0.0,,,,,
Vj2PVZzwnMCQaJnjtzsjUQ|Dells Homemade Ice-Cream & Coffee,,,1.0,,0.0,1.0,,,2.0
c5ZmJS4ApM9gsc-l05heBA|Subway,1.0,1.0,0.0,0.0,0.0,,,,1.0
JaaW66iTeWu997R-1fogdQ|Don Tequila Mexican Grill,1.0,1.0,,1.0,1.0,,0.0,0.0,
QX1LrfLgG1dX8B1t_rRQ2A|Papa John's Pizza,1.0,1.0,0.0,0.0,0.0,,,,1.0
WXuqG0c14D-9Pb1Q2cio4w|Brioso Coffee,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,1.0
FRrnwPgBQ70Gefs9LeABtA|Bluescreek Farm Meats,,,1.0,0.0,0.0,,0.0,0.0,
noBcar050w4WFeBK05q4Qw|Jersey Mike's Subs,1.0,1.0,0.0,0.0,0.0,,,,0.0
GJLZK1Kl9ifV0e6rZdk3gw|Popeyes Louisiana Kitchen,1.0,1.0,0.0,0.0,,,,,
7Okl4TZpagZly9jYF6ftQA|The Pub in Gahanna,0.0,1.0,1.0,0.0,1.0,,,,1.0
B2LZ2GNk0L68GRIijAbb_A|Meister's Bar,0.0,1.0,1.0,0.0,1.0,,1.0,0.0,
J8BnOx3rJ9oO78KtF0K5OQ|Yoshi's Japanese Restaurant,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,
wBKu2aB4kN8M58IClUER0w|Emelio's Restaurant,0.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.0
kqacH6cWZUpWBlVNZ8NfPg|Jimmy John's,1.0,1.0,0.0,0.0,0.0,,,,
nK4QMBwQmH5EJeLu8yKj1A|Wycliffs' Kitchen,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,
88yuT4vxKXsVGrjzDos_Ig|Starliner Diner,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,3.0
nfOXmVIXkCwsT_0uu670Yw|Tasi Cafe,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0
OHHntaBCBB3XoRI7-4qH_A|O'toole's Irish Pub & Grill,0.0,1.0,0.0,0.0,1.0,,0.0,0.0,0.0
aoZ6S97rgx61zm_roPMjDg|Poong Mei,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,
__3V4PVz7kzTPmFGKz6j4Q|Arby's,1.0,1.0,0.0,0.0,0.0,,,,0.0
aI_vOBfuqejsyNnzxfeqAw|Sweet T's Southern Style Food Truck,,,,,,,0.0,0.0,
CCQ3T4oWsXqOU65uejAoZA|Monkey's Bar & Grill,,,,0.0,,,,,0.0
3jr-BE8wA0_av6PqwcEfzA|Happy House Chinese Retaurant,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0
t2vNlKIANEjOHSvLYcxLUw|Crimson Cup Coffee & Tea,,,1.0,,,,,,
BDW-4y1tUWEDvbVsT6hp4g|Hibachi Express,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
QxOU9FyWUeYxBv90VpC95w|Sarefino's Pizzerria & Italian Deli,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,0.0
HrhUc2eCulbiuDQANorHbA|Pizza Hut,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
H2xvsJ96Ko83Cdvy1pE7-A|Jimmy John's,1.0,0.0,0.0,0.0,0.0,0.0,,,
QZ4lPOPD00FJ30D0XBzDGA|Mariscos 7 Mares,1.0,1.0,,,,,,,
Ab47u0bRe8XVqFX0xAgbDg|Crazzy Greek 2,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
5jdd3oasEphZK5S3wkFxGQ|Mr T's Pizza,,,,,,,0.0,0.0,0.0
mlkZKdRvCcOhikAJMJMZxQ|KISSHO Asian Bistro & Sushi Bar,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
sAfOBcrkEQt3A6TvaqSOYQ|Donatos Pizza,1.0,1.0,0.0,0.0,1.0,,0.0,0.0,0.0
t-mwfcumQwR1HV-v3zb5Bw|Little Dragons Chinese Restaurant,1.0,1.0,0.0,0.0,1.0,,1.0,1.0,1.0
z3GhXxOEwdCqBfTHSCSlVA|Eagles Pizza,1.0,1.0,0.0,0.0,0.0,,1.0,1.0,1.0
4D3r_WR-NDn7tQq5aefp3A|Bob Evans,1.0,1.0,0.0,0.0,,,,,0.0
vO6yb-o_A-frOf--YJ5nxA|McDonald's,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1YMfjRze6Ryj-aDm2M-Sfw|McDonald's,1.0,1.0,,0.0,0.0,0.0,0.0,1.0,1.0
ydrUFhIKGEIxxWs0sx1xlw|Pizza Hut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2Y1Q6CqLqwijyOpf_-KIgA|Sharks Chicken, Fish, & Shrimp",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6rJwbvMfV45b52-LLbpreQ|Lieu's Asian Cuisine,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
Mir3sxK7GlPPTWnIdTtlpw|City Egg,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,1.0
trQc-yJCAXsy0qV9eCutWQ|Mark Pi's Express,1.0,1.0,0.0,0.0,0.0,,1.0,1.0,1.0
_FJfDNlsYfViqFkWwjfkmg|Longbranch Pizza,1.0,1.0,,0.0,,,,,
AUcexRqIJff5oKPLgA6mjw|Neehee’s,,1.0,0.0,0.0,0.0,0.0,,,1.0
D-Ix-gpZotuJMsJGWIl13g|Chipotle Mexican Grill,1.0,1.0,,1.0,,,0.0,0.0,0.0
9UFpZ1XiJjMJTrGSb31gpw|Chipotle Mexican Grill,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
nv0B370im_nE0atQ7wDodg|Crazzy Greek,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
SyWnC4NUiYJ4teN_x1ZF_A|McDonald's,1.0,1.0,0.0,0.0,,,0.0,0.0,0.0
xj2BksXA3YaajbvRQbA4qw|Chick-fil-A,1.0,1.0,0.0,0.0,0.0,,1.0,1.0,1.0
SNwZE2Xrxj8OSfMyddruAA|Marco's Pizza,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
NfmHvJIr7luPk11M0N01Aw|Chicago Fish & Chicken,1.0,,,,0.0,0.0,0.0,0.0,0.0
vLVoyuC6YDn_yyQVSj1JCw|Jet's Pizza,1.0,0.0,0.0,0.0,0.0,,,,0.0
kJYukEW2Q3Vlvg6xNVXxvw|Pasqualone's Ristorante,0.0,1.0,0.0,1.0,1.0,,1.0,0.0,2.0
AInKxKcBC9E6mcmHjJB8ew|Fetty's Street Food,,,,0.0,0.0,,0.0,0.0,0.0
3KUqQjUHpGtZoxiitDIzjA|Roosters,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
HpBFvqv2nJ9-dxS98hi4tA|The Beeline,,1.0,1.0,0.0,1.0,,,,3.0
twvX-iZhAb2kvx5qzXEG4Q|Tandoori Grill,1.0,1.0,0.0,1.0,0.0,,1.0,1.0,3.0
tcaTlPac_vDFdvUoJFUf8g|Arby's,,0.0,,0.0,,,0.0,0.0,
r1cxuxEVCudOrfLIbhCb3Q|Olde Village Diner,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0
iurOyWz-AOy0kaRYKfxnqQ|Watershed Kitchen & Bar,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0
g3uHDEC-AI_Pamaa9Syrfw|Piada Italian Street Food,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
YVSRHpGY8XYo3k1A1JqsEg|Studio 35 Cinema & Drafthouse,1.0,1.0,0.0,0.0,1.0,,,,3.0
GgApr_IqLxkTu2umrL1DPg|Asian Buffet,1.0,1.0,0.0,0.0,0.0,,1.0,1.0,1.0
sJ8pVOplTLrqxy85fH8H-g|Target,,,0.0,0.0,,0.0,,,
WvgIt4CHRACrKiXpdNikTg|Five Guys,1.0,1.0,0.0,0.0,0.0,,1.0,1.0,1.0
GQ6MkAzaipVLimRVJKRHGQ|Ange's Pizza,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
76Fw28IAZQ9Eu9JORy_hNQ|Five Guys,1.0,1.0,1.0,0.0,0.0,,,,1.0
XEU4kUy9ZPQma6Eo67rZAA|Soul at The Joseph,,,,,,,0.0,0.0,2.0
yYQxglrH1DwUeBfnSIg1-w|Graeter’s Ice Cream,1.0,,,,,,,,
ZFEjCZ744h3ANrFDRO2P8Q|Carrabba's Italian Grill,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,
T_25coPPX6D7VbzKj9VIRA|Martino's Sports Bar & Grille,0.0,1.0,1.0,0.0,1.0,1.0,1.0,,
rEzY-6vT6mc_ODt4JFdgbw|Wing Squad,,,0.0,0.0,0.0,0.0,,,
tVk3kbws-QfQCXS7QAv4ag|Wing Snob,,,,,0.0,0.0,,,
7ayVN1_oRzY4NzXi8wauCQ|Krispy Kreme,1.0,,0.0,,,,,,
h4qNTNk4njDSf5R0p7YgTw|Taco Bell,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0
yLvPe3GtxcKZbhNh-TaolA|Winking Lizard Tavern,1.0,1.0,1.0,0.0,,,1.0,1.0,1.0
tSlywUlkY5Y8hbbHpcvQyw|Ranchero Kitchen,1.0,1.0,0.0,0.0,0.0,1.0,,1.0,1.0
gA1CXE2vieV3KNdvKKZ4zQ|Maanas,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0
q43BDjF_mKeAv-H-EBAruQ|Tim Hortons,,,0.0,,,,,,
vrc7TzESgKp8ttCv6gfyoQ|Taco Bell,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ymf3F224B1k0fCNqqth9zA|O'Charley's Restaurant & Bar,1.0,1.0,0.0,1.0,1.0,,,1.0,1.0
iF76wR7yAMdjZ8M7ofV2yw|China Bell Restaurant,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
tD_BvsFMcQK5Ws_BhQVMzQ|Bruegger's Bagels,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Qfy_Oe_txIk5MX5QB58xAg|Burger King,1.0,,,0.0,,,,,
JosIKKJlBkYxSyzEQXbJnQ|Mr. Hummus Grill,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,
Ivy0TCcDxCQYNcT6WgMb8Q|McDonald's,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
uJj0U9VdHwQDb10RTNROGw|McDonald's,1.0,1.0,1.0,0.0,0.0,0.0,,,0.0
vtlrisnL2FbdpLuydIk4Vg|Burger King,1.0,1.0,0.0,0.0,,,0.0,1.0,0.0
fx-vZ20bpSL2ZYgKqwBiZw|Las Delicias II,,,1.0,,,,,,
IMFkUzCQax2KzA3tD00PuA|North Market,1.0,1.0,1.0,0.0,1.0,,,,1.0
yod3qE0apX_Ubtgaoru7Vg|Raising Cane's Chicken Fingers,1.0,1.0,0.0,0.0,0.0,,1.0,1.0,1.0
iObgiFK4J1MMxFWbgkgZ9A|Shade On the Canal,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
tXxgA22d-tI2yatTq_zmFA|Ding Ho Restaurant,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
_Gs7ngMDwknWxktGBIwppA|Chili's,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
wxMe_JktIa7T5ka21cwCwg|York Steakhouse,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
sZykGpBC8WBAKYle0TACEg|Ginevra Cafe,1.0,1.0,0.0,0.0,0.0,,,,0.0
RPWda257pWgTplLP5mK34g|Gallerie Bar & Bistro,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,2.0
Iar_ugHc7CmwzROGPY_p1A|Eclipse Ultra Lounge,,,,,,,,,0.0
NNYo5TEaeKZA-KdLI09-Kw|Iacono's Pizza & Restaurant,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0
p8xnZDFWjnxROkBcIjEmYQ|Mr. Hero,,,,,,,0.0,0.0,0.0
imm-tshSx8afNL-FpKkJNw|Chipotle Mexican Grill,1.0,1.0,1.0,0.0,1.0,,,,1.0
K4d003WW-y-OWbfiAsfUoA|Caspian Restaurant & Catering,,,,,,,0.0,0.0,0.0
1qgeqQEHXgQLgUsCdwppeQ|Deli Boys,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
3-CGNZCwD8R-DqXvKXZ0LA|Papa John's Pizza,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
WKMY_ypEv726KRm8USYK9g|Subway,1.0,1.0,0.0,0.0,,,,,2.0
x00xrJ2SDA78X6qrAMmrWg|Loops Food Truck,,,,,,,0.0,0.0,
GJtlHdKsEucvyL51myXHCw|Jay's Sports Lounge,,1.0,1.0,0.0,1.0,,,,
rDvsG3yQfcrd791O85WpXA|Punk Pigs,,,0.0,0.0,1.0,0.0,,,
z75nPHOwKOrmCropMJ9R_w|Romeo's Pizza,1.0,0.0,0.0,0.0,0.0,,,,2.0
mlmdM60taLEUn0BEE8W-ng|Romeo's Pizza,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0
uPP0lRyQF98TQKfGDLY8NA|Mouton,0.0,1.0,0.0,0.0,1.0,,,,2.0
V_jnHy9bTV-x-bAiweI4PQ|Greek Express,1.0,1.0,0.0,1.0,0.0,,0.0,1.0,3.0
vdclTKayT8N7l72_508Yhg|Omezzo,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ahK-K_cBcDbaX0eqew3Wsw|Ange's Pizza,1.0,1.0,0.0,0.0,,,,,
EOnllDnsjNkHI7wq5IfnUA|Starbucks,0.0,1.0,1.0,0.0,0.0,,,,0.0
NyzGMMgQazFKnpR0DwSjeA|White Castle,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
Wle0H63aFvKdB-mXCTjR0A|Indochine Cafe,1.0,1.0,0.0,1.0,0.0,,1.0,1.0,1.0
jp4YWwJ5IWzvZaFSlYTerQ|Ethyl & Tank,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
4wyKoY9tx6_TKmN5Ga4mFA|Cazuelas Mexican Restaurant & Cantina,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
3IyTlU_ZpxOVULKY-AkFpg|La Chaveta Cigar Lounge,0.0,1.0,1.0,0.0,0.0,,,,0.0
LWbubXwD-N9fJqTbmq0P7w|Vivi Bubble Tea,,,0.0,,,,,,
01bpUEQYIRXAfDThD4CfQA|Casa Patron,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
YfUPgMC2uxiMDuAA5rninA|Potbelly Sandwich Shop,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0
KPg8DbRc8-FAWBsO72aSgg|G. Michael's Bistro & Bar,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0
v9CGOpet_b6KGRr2_jT7GA|Aracri Pizzeria,1.0,,,,,,0.0,0.0,0.0
sMwSCMVZ8ofmzreFD2TeLA|Buffalo Wild Wings,1.0,1.0,1.0,0.0,1.0,0.0,,,
rnKWSu7m1P9qbgP5iuTO1A|Burger King,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c-ydR4TTUnM6hL9UvwscZw|Donatos Pizza,1.0,1.0,0.0,0.0,0.0,,,,
ObEwBJgQl2kiKBep7lpPaw|The Old Bag of Nails Pub,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
K3bCSIsGbsT4NIbteZABjA|Smokey Bones Bar & Fire Grill,1.0,1.0,0.0,0.0,1.0,,1.0,1.0,1.0
v9kosHj5mccfZhX430XBEA|Waffle House,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0
yMKqogaBleGIbdIY75D2oA|Chilispot,,,0.0,,,,,,
avI0bhecFyDORiNM3VAu3g|The Goat Hilliard,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0
mscUYjo16iOcBCAwAvCQaQ|Red Lobster,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0
75dpXvy86DxufIgKPTxlGw|Wendy's,1.0,1.0,0.0,0.0,,,,,0.0
j9wehukl2JqL5qRvFB6xeA|Flyer's Pizza & Subs,1.0,1.0,1.0,0.0,0.0,,,,0.0
RCA4NU64CL2Eg0UN0VZKWw|TGI Fridays,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0
gF59fgPRyLEGumtcf-_99w|Ben & Joy's Restaurant,1.0,1.0,0.0,0.0,0.0,,,,0.0
svRn59n0D1zoSRm41YO6zg|Café Bourbon Street,,1.0,0.0,0.0,1.0,,,,
gIDpTMltA-qwVbArOScXXA|Amano's Sports Bar,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
sjpVXm6Qxqpl8XyhRC83yA|Midway On High,0.0,1.0,1.0,0.0,1.0,,0.0,0.0,
0SDPoNizbsKQKdP9xuGiRQ|Luigi's Pizza,1.0,1.0,0.0,0.0,0.0,,1.0,,
gCUioVFwt-GJbWRjIiZPbA|The Citizens Trust,,1.0,0.0,0.0,1.0,,,,2.0
-2NDj-2t-4eCAb5AFXBgGA|Happy Wok,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
i65aqeU8lGe3WqRHwc9sTw|JD's Kitchen,,,,,,,,,0.0
iQu8qzcaPOHj3D4uwiMsqQ|Redtyes Family Kitchen and Catering,,,0.0,,0.0,0.0,0.0,0.0,0.0
get4LK4Houb2CAg0Cmnk-g|Sweetwaters Coffee & Tea - Bridge Park,1.0,,1.0,,,,,,
dcYm3KELnBHok2MOyTpm8A|Sunny Street Cafe,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,1.0
1-Tgq2XR5-0yIjNFCDR6gA|Aloha Aina,,,,,0.0,,1.0,1.0,
RhfRnzb3esKswfM5SQhCAw|Massey's Pizza,1.0,1.0,0.0,0.0,1.0,0.0,,,1.0
BpGfkTUhYJQNrnD722Y5Zw|Apna Bazaar,1.0,1.0,0.0,0.0,0.0,,,,0.0
jeEnzVwKAYHkRYvZ7HVi8w|Big Walnut Grill,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,
QymYS3R9OQ0Xo2fc-lKbCQ|Dewey's Pizza,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0
PsuMg3ethDi1mOy_tXJ22Q|Wendy's,1.0,,,,,,0.0,0.0,0.0
wYMiGZp-dR-_dP9QDyyvvA|Donatos,1.0,1.0,0.0,0.0,0.0,,,,
yOVfLBiFMeb9UqEg6LWs4g|Mykonos Gyros,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0
7wn_dC0Z-Yz-SwiFOt_kzA|Jersey Mike's Subs,1.0,0.0,,0.0,,,0.0,0.0,
nC6EnMtH-GhNtsfcQmGDNQ|Taco Bell,1.0,1.0,0.0,0.0,0.0,,,,0.0
sRJMS36ZSE6kZMgDaznRLA|High Bank Distillery,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0
ZCaqF_JK5gR8mJk91_w4tw|Rude Dog Bar & Grill Polaris,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
UD9pk3wFwIXmVCxbjiYg_g|Cooper's Hawk Winery & Restaurant - Columbus,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,2.0
C1lq5o-jVFEgZNggMSPQwg|Taco Bell,1.0,1.0,0.0,1.0,0.0,,0.0,0.0,0.0
wdkK-cgkYHvS8tp12uwjBQ|Zuko's Pizza,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
L5IDHMKPSD60kQLk13Qgrw|Rendezvous Lounge,,,,1.0,1.0,,,,0.0
DgKRwQyXNDgPRR1z7EQ46w|Jan & Tony's Pizza,1.0,1.0,0.0,0.0,0.0,,1.0,1.0,1.0
joBDT5xfuCwKDGy2IE-upg|Double Happiness,0.0,1.0,1.0,0.0,1.0,1.0,,,2.0
uYIQ1AqkcWaby2jWpGvsIw|Quaker Steak & Lube,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
D-Apy8RZl0K_PR2ldJkBMg|Jimmy John's,1.0,1.0,,0.0,0.0,0.0,,,
nE2qp0xfQtTYDwukjpe70g|The Meatball Mafia,,,,,0.0,,0.0,0.0,
H_rCIXtMaJqWfsPhbBZVEw|Yohan Pizza,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,
cWjGqQ8inWdbjiBoB2cZEA|Tommy O'Bryan's Pub,,1.0,1.0,1.0,1.0,,,,1.0
v1fjXc6wzbWLvfbeh9jnUQ|KFC,0.0,1.0,0.0,0.0,,,,,0.0
hmzRb2b1e6_NBnWv-F2DSw|Columbus Asia Market,,,,,,,0.0,0.0,
uN902N91xn3s4APZLjg7Kw|Piada Italian Street Food,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
wCmuhf8QabnDG2mR0aWg6w|Chipotle Mexican Grill,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0
Eek-WPVagWZSbmrWZUEN2w|Pioneer Pizza,,,,,,,0.0,0.0,
UnzWnCuJIijcpQWf5lZxOw|Mr Hero Restaurants,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0
GMb-MAudU1NNr9Ik2OT96A|Steak Escape Westerville,1.0,1.0,0.0,0.0,0.0,,1.0,1.0,
vWmFInRBwxnVQDtVSB1Jrw|Red Robin Gourmet Burgers and Brews,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
b1P33Ri6aAWQn0-8ysTBYw|The Forge Tavern,,,,,,,,,2.0
pYu29jr2l4Iyd9h-Z1PSlA|Yogi's Hoagies,1.0,0.0,0.0,1.0,0.0,,1.0,1.0,1.0
hqX9pVycG3csRwRTVX9tlA|Union Cafe,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0
gd_mVPP1uf2KmrCDaNANGA|McDonald's,0.0,,,0.0,,,0.0,0.0,0.0
KTr-exdnswGnuIDCOVndqA|Sonic Drive-In,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
EkJflOtGRPUHnMQGTyCsYA|Popeyes Louisiana Kitchen,,,,,,,,,0.0
1FD9yJul8gQ0EV2-aHtbmw|Target,,,0.0,0.0,,0.0,,,
LBXp1WEXLZPXKDw3aoYA6w|Grand Prix Karting Indoor Entertainment,1.0,1.0,1.0,,1.0,,,,0.0
6Id8x6nKtsRjFBfdxj2DdA|McDonald's,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
BcU-FV18ByG7Ww9bR1EepQ|Ten Mile Inn,0.0,1.0,1.0,0.0,1.0,,,,1.0
